,query,com_sinonimos
77,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,"Óleo Combustível de Alta Viscosidade 960 Milímetros Quadrados por Segundo, Classe Ocb2, com teor de Enxofre máximo de 1 por cento e Massa de Enxofre."
78,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,"Óleo Combustível de Alta Viscosidade 960 Milímetros Quadrados por Segundo, Classe Ocb2, com teor de Enxofre máximo de 1 por cento e Massa de Enxofre."
79,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,"Óleo Combustível de Alta Viscosidade 960 Milímetros Quadrados por Segundo, Classe Ocb2, com teor de Enxofre máximo de 1 por cento e Massa de Enxofre."
80,Adubo Animal Húmus De Minhoca Apresentação Orgânico Decomposto,Fertilizante Orgânico à base de Húmus de Minhoca Decompostado
81,Adubo Animal Húmus De Minhoca Apresentação Orgânico Decomposto,Fertilizante Orgânico à base de Húmus de Minhoca Decompostado
82,Adubo Animal Húmus De Minhoca Apresentação Orgânico Decomposto,Fertilizante Orgânico à base de Húmus de Minhoca Decompostado
83,Adubo Animal Húmus De Minhoca Apresentação Orgânico Decomposto,Fertilizante Orgânico à base de Húmus de Minhoca Decompostado
84,Bandeira Sinalização Polipropileno Tipo Experimentos Em Campo Formato Quadrado Cor Vermelha Comprimento 10CM Largura 9MM Com Haste De Fibra De Vidro,"Bandeira de Sinalização feita de Polipropileno para Experimentos em Campo, em Formato Quadrado, com Cor Vermelha, Comprimento de 10 Centímetros, Largura de 9 Milímetros e haste confeccionada em Fibra de Vidro."
85,Bandeira Sinalização Polipropileno Tipo Experimentos Em Campo Formato Quadrado Cor Vermelha Comprimento 10CM Largura 9MM Com Haste De Fibra De Vidro,"Bandeira de Sinalização feita de Polipropileno para Experimentos em Campo, em Formato Quadrado, com Cor Vermelha, Comprimento de 10 Centímetros, Largura de 9 Milímetros e haste confeccionada em Fibra de Vidro."
86,Bandeira Sinalização Polipropileno Tipo Experimentos Em Campo Formato Quadrado Cor Vermelha Comprimento 10CM Largura 9MM Com Haste De Fibra De Vidro,"Bandeira de Sinalização feita de Polipropileno para Experimentos em Campo, em Formato Quadrado, com Cor Vermelha, Comprimento de 10 Centímetros, Largura de 9 Milímetros e haste confeccionada em Fibra de Vidro."
87,Bandeira Sinalização Polipropileno Tipo Experimentos Em Campo Formato Quadrado Cor Vermelha Comprimento 10CM Largura 9MM Com Haste De Fibra De Vidro,"Bandeira de Sinalização feita de Polipropileno para Experimentos em Campo, em Formato Quadrado, com Cor Vermelha, Comprimento de 10 Centímetros, Largura de 9 Milímetros e haste confeccionada em Fibra de Vidro."
88,"Escrivaninha Madeira Mdf Revestimento Recouro Padrão Acabamento Laca Altura 75 Largura 2,20M Profundidade 70MIN","Mesa de Escritório em Madeira MDF com Revestimento Recurso Padrão, Acabamento em Laca, altura de 75 centímetros, Largura de 2,20 metros e Profundidade de 70 minutos."
89,"Escrivaninha Madeira Mdf Revestimento Recouro Padrão Acabamento Laca Altura 75 Largura 2,20M Profundidade 70MIN","Mesa de Escritório em Madeira MDF com Revestimento Recurso Padrão, Acabamento em Laca, altura de 75 centímetros, Largura de 2,20 metros e Profundidade de 70 minutos."
90,"Escrivaninha Madeira Mdf Revestimento Recouro Padrão Acabamento Laca Altura 75 Largura 2,20M Profundidade 70MIN","Mesa de Escritório em Madeira MDF com Revestimento Recurso Padrão, Acabamento em Laca, altura de 75 centímetros, Largura de 2,20 metros e Profundidade de 70 minutos."
91,"Escrivaninha Madeira Mdf Revestimento Recouro Padrão Acabamento Laca Altura 75 Largura 2,20M Profundidade 70MIN","Mesa de Escritório em Madeira MDF com Revestimento Recurso Padrão, Acabamento em Laca, altura de 75 centímetros, Largura de 2,20 metros e Profundidade de 70 minutos."
92,"Terminal Bateria Tipo Positivo Aplicação Vbco Ap M109 A3/A5 Referência 5940-00-549-6581, P/N Ms75004-1,Manual Tm9-2350-31 Metal","Terminal de Bateria do Tipo Positivo para Aplicação Vbco Ap M109 A3/A5, com Referência 5940-00-549-6581, P/N Ms75004-1, e Manual Tm9-2350-31, construído em Metal."
93,"Terminal Bateria Tipo Positivo Aplicação Vbco Ap M109 A3/A5 Referência 5940-00-549-6581, P/N Ms75004-1,Manual Tm9-2350-31 Metal","Terminal de Bateria do Tipo Positivo para Aplicação Vbco Ap M109 A3/A5, com Referência 5940-00-549-6581, P/N Ms75004-1, e Manual Tm9-2350-31, construído em Metal."
94,"Terminal Bateria Tipo Positivo Aplicação Vbco Ap M109 A3/A5 Referência 5940-00-549-6581, P/N Ms75004-1,Manual Tm9-2350-31 Metal","Terminal de Bateria do Tipo Positivo para Aplicação Vbco Ap M109 A3/A5, com Referência 5940-00-549-6581, P/N Ms75004-1, e Manual Tm9-2350-31, construído em Metal."
95,"Terminal Bateria Tipo Positivo Aplicação Vbco Ap M109 A3/A5 Referência 5940-00-549-6581, P/N Ms75004-1,Manual Tm9-2350-31 Metal","Terminal de Bateria do Tipo Positivo para Aplicação Vbco Ap M109 A3/A5, com Referência 5940-00-549-6581, P/N Ms75004-1, e Manual Tm9-2350-31, construído em Metal."
96,Acessório/Componente Elétrico Eletrônico Tipo Suporte Conico Duplo Plástico Dielétrico De Alta Resistência Aplicação Ancoragem De Cabos Ópticos E Cabo Flat Drop Tipo Fixação Braçadeira Bap Dimensões Da Roldana:  40 X 20 X 10 Mm,"Componente Elétrico de Tipo Suporte Conico Duplo feito de Material Plástico Dielétrico de Alta Resistência, destinado à Ancoragem de Cabos Ópticos e Cabo Flat Drop, com sistema de Fixação por Braçadeira BAP e Dimensões da Roldana de 40 por 20 por 10 Milímetros."
97,Acessório/Componente Elétrico Eletrônico Tipo Suporte Conico Duplo Plástico Dielétrico De Alta Resistência Aplicação Ancoragem De Cabos Ópticos E Cabo Flat Drop Tipo Fixação Braçadeira Bap Dimensões Da Roldana:  40 X 20 X 10 Mm,"Componente Elétrico de Tipo Suporte Conico Duplo feito de Material Plástico Dielétrico de Alta Resistência, destinado à Ancoragem de Cabos Ópticos e Cabo Flat Drop, com sistema de Fixação por Braçadeira BAP e Dimensões da Roldana de 40 por 20 por 10 Milímetros."
98,Acessório/Componente Elétrico Eletrônico Tipo Suporte Conico Duplo Plástico Dielétrico De Alta Resistência Aplicação Ancoragem De Cabos Ópticos E Cabo Flat Drop Tipo Fixação Braçadeira Bap Dimensões Da Roldana:  40 X 20 X 10 Mm,"Componente Elétrico de Tipo Suporte Conico Duplo feito de Material Plástico Dielétrico de Alta Resistência, destinado à Ancoragem de Cabos Ópticos e Cabo Flat Drop, com sistema de Fixação por Braçadeira BAP e Dimensões da Roldana de 40 por 20 por 10 Milímetros."
99,Acessório/Componente Elétrico Eletrônico Tipo Suporte Conico Duplo Plástico Dielétrico De Alta Resistência Aplicação Ancoragem De Cabos Ópticos E Cabo Flat Drop Tipo Fixação Braçadeira Bap Dimensões Da Roldana:  40 X 20 X 10 Mm,"Componente Elétrico de Tipo Suporte Conico Duplo feito de Material Plástico Dielétrico de Alta Resistência, destinado à Ancoragem de Cabos Ópticos e Cabo Flat Drop, com sistema de Fixação por Braçadeira BAP e Dimensões da Roldana de 40 por 20 por 10 Milímetros."
100,Detector Metais Formato Raquete Tensão Alimentação 9MM Plástico Abs,Detector de Metais em Formato de Raquete com Tensão de Alimentação de 9 Volts e Caixa de Plástico Absorvente
101,Detector Metais Formato Raquete Tensão Alimentação 9MM Plástico Abs,Detector de Metais em Formato de Raquete com Tensão de Alimentação de 9 Volts e Caixa de Plástico Absorvente
102,Detector Metais Formato Raquete Tensão Alimentação 9MM Plástico Abs,Detector de Metais em Formato de Raquete com Tensão de Alimentação de 9 Volts e Caixa de Plástico Absorvente
103,Detector Metais Formato Raquete Tensão Alimentação 9MM Plástico Abs,Detector de Metais em Formato de Raquete com Tensão de Alimentação de 9 Volts e Caixa de Plástico Absorvente
104,"Tubo Porta-Documento Papelão Kraft Diâmetro Interno 4,50CM Comprimento 34POL Aplicação Acondicionar Plantas, Documentos, Mapas, Cartazes Tampa De Encaixe Por Pressão, Frisos Dourados","Canecão de Papel Kraft para Acondicionar Materiais com Diâmetro Interno de 4,50 Centímetros, Comprimento de 34 Polegadas, Aplicação para Proteger Plantas, Documentos, Mapas, Cartazes, com Tampas de Encaixe por Pressão e Ornamentos Dourados."
105,"Tubo Porta-Documento Papelão Kraft Diâmetro Interno 4,50CM Comprimento 34POL Aplicação Acondicionar Plantas, Documentos, Mapas, Cartazes Tampa De Encaixe Por Pressão, Frisos Dourados","Canecão de Papel Kraft para Acondicionar Materiais com Diâmetro Interno de 4,50 Centímetros, Comprimento de 34 Polegadas, Aplicação para Proteger Plantas, Documentos, Mapas, Cartazes, com Tampas de Encaixe por Pressão e Ornamentos Dourados."
106,"Tubo Porta-Documento Papelão Kraft Diâmetro Interno 4,50CM Comprimento 34POL Aplicação Acondicionar Plantas, Documentos, Mapas, Cartazes Tampa De Encaixe Por Pressão, Frisos Dourados","Canecão de Papel Kraft para Acondicionar Materiais com Diâmetro Interno de 4,50 Centímetros, Comprimento de 34 Polegadas, Aplicação para Proteger Plantas, Documentos, Mapas, Cartazes, com Tampas de Encaixe por Pressão e Ornamentos Dourados."
107,"Tubo Porta-Documento Papelão Kraft Diâmetro Interno 4,50CM Comprimento 34POL Aplicação Acondicionar Plantas, Documentos, Mapas, Cartazes Tampa De Encaixe Por Pressão, Frisos Dourados","Canecão de Papel Kraft para Acondicionar Materiais com Diâmetro Interno de 4,50 Centímetros, Comprimento de 34 Polegadas, Aplicação para Proteger Plantas, Documentos, Mapas, Cartazes, com Tampas de Encaixe por Pressão e Ornamentos Dourados."
108,"Despolpadeira Frutas Aço Inoxidável Escova Alumínio Comprimento 68,50MM Largura 81,50MM Altura 22AWG Capacidade Produção 60MM Voltagem 220V","Despolpadora de Frutas em Aço Inoxidável com Escova de Alumínio, comprimento de 68,50 Milímetros, largura de 81,50 Milímetros, altura de 22 American Wire Gauge e capacidade de produção de 60 Milímetros, funcionando com uma voltagem de 220 Volts."
109,"Despolpadeira Frutas Aço Inoxidável Escova Alumínio Comprimento 68,50MM Largura 81,50MM Altura 22AWG Capacidade Produção 60MM Voltagem 220V","Despolpadora de Frutas em Aço Inoxidável com Escova de Alumínio, comprimento de 68,50 Milímetros, largura de 81,50 Milímetros, altura de 22 American Wire Gauge e capacidade de produção de 60 Milímetros, funcionando com uma voltagem de 220 Volts."
110,"Despolpadeira Frutas Aço Inoxidável Escova Alumínio Comprimento 68,50MM Largura 81,50MM Altura 22AWG Capacidade Produção 60MM Voltagem 220V","Despolpadora de Frutas em Aço Inoxidável com Escova de Alumínio, comprimento de 68,50 Milímetros, largura de 81,50 Milímetros, altura de 22 American Wire Gauge e capacidade de produção de 60 Milímetros, funcionando com uma voltagem de 220 Volts."
111,"Despolpadeira Frutas Aço Inoxidável Escova Alumínio Comprimento 68,50MM Largura 81,50MM Altura 22AWG Capacidade Produção 60MM Voltagem 220V","Despolpadora de Frutas em Aço Inoxidável com Escova de Alumínio, comprimento de 68,50 Milímetros, largura de 81,50 Milímetros, altura de 22 American Wire Gauge e capacidade de produção de 60 Milímetros, funcionando com uma voltagem de 220 Volts."
112,Lâmina Limpeza Máquina Copiadora Plástico Aplicação Impressora Igen3 Xerox Referência 035k08600,"Lâmina de Limpeza para Máquina de Copiar Plástica, Ideal para Impressoras Igen3 Xerox, com Referência 035k08600."
113,Lâmina Limpeza Máquina Copiadora Plástico Aplicação Impressora Igen3 Xerox Referência 035k08600,"Lâmina de Limpeza para Máquina de Copiar Plástica, Ideal para Impressoras Igen3 Xerox, com Referência 035k08600."
114,Lâmina Limpeza Máquina Copiadora Plástico Aplicação Impressora Igen3 Xerox Referência 035k08600,"Lâmina de Limpeza para Máquina de Copiar Plástica, Ideal para Impressoras Igen3 Xerox, com Referência 035k08600."
115,Lâmina Limpeza Máquina Copiadora Plástico Aplicação Impressora Igen3 Xerox Referência 035k08600,"Lâmina de Limpeza para Máquina de Copiar Plástica, Ideal para Impressoras Igen3 Xerox, com Referência 035k08600."
116,Mangueira Radiador Veículo Automotivo Tipo Superior Referência 2to/121101 Aplicação Veículo Volkswagen Worker 15.210 4x4 Diesel,"Tubo de Radiador para Veículo Automotivo de Alto Desempenho, Modelo de Referência 2to/121101, destinado a Veículos Volkswagen Worker 15.210 4x4 Diesel."
117,Mangueira Radiador Veículo Automotivo Tipo Superior Referência 2to/121101 Aplicação Veículo Volkswagen Worker 15.210 4x4 Diesel,"Tubo de Radiador para Veículo Automotivo de Alto Desempenho, Modelo de Referência 2to/121101, destinado a Veículos Volkswagen Worker 15.210 4x4 Diesel."
118,Mangueira Radiador Veículo Automotivo Tipo Superior Referência 2to/121101 Aplicação Veículo Volkswagen Worker 15.210 4x4 Diesel,"Tubo de Radiador para Veículo Automotivo de Alto Desempenho, Modelo de Referência 2to/121101, destinado a Veículos Volkswagen Worker 15.210 4x4 Diesel."
119,Mangueira Radiador Veículo Automotivo Tipo Superior Referência 2to/121101 Aplicação Veículo Volkswagen Worker 15.210 4x4 Diesel,"Tubo de Radiador para Veículo Automotivo de Alto Desempenho, Modelo de Referência 2to/121101, destinado a Veículos Volkswagen Worker 15.210 4x4 Diesel."
120,Chumbo Aspecto Físico Sólido Apresentação Barra Aplicação Ontrapeso Para Balanceamento De Rodas 5 Gramas; Encaixe: Garra,"Lingote de Chumbo com Forma Sólida em Barra, utilizada como Contrapeso para Balanceamento de Rodas, com Peso de 5 Gramas, com Encaixe tipo Garra."
121,Chumbo Aspecto Físico Sólido Apresentação Barra Aplicação Ontrapeso Para Balanceamento De Rodas 5 Gramas; Encaixe: Garra,"Lingote de Chumbo com Forma Sólida em Barra, utilizada como Contrapeso para Balanceamento de Rodas, com Peso de 5 Gramas, com Encaixe tipo Garra."
122,Chumbo Aspecto Físico Sólido Apresentação Barra Aplicação Ontrapeso Para Balanceamento De Rodas 5 Gramas; Encaixe: Garra,"Lingote de Chumbo com Forma Sólida em Barra, utilizada como Contrapeso para Balanceamento de Rodas, com Peso de 5 Gramas, com Encaixe tipo Garra."
123,Chumbo Aspecto Físico Sólido Apresentação Barra Aplicação Ontrapeso Para Balanceamento De Rodas 5 Gramas; Encaixe: Garra,"Lingote de Chumbo com Forma Sólida em Barra, utilizada como Contrapeso para Balanceamento de Rodas, com Peso de 5 Gramas, com Encaixe tipo Garra."
124,Bisturi Descartável Cabo Cabo De Plástico Lâmina Lâmina Aço Inoxidável Tamanho Lâmina 20AWG Esterilidade Estéril Sistema De Segurança Segundo Nr/32,"Instrumento Cirúrgico Descartável com Cabo de Plástico, Lâmina de Aço Inoxidável de 20 Gauge, Esterilizado e Seguro, Classe Estéril, Sistema de Proteção Nr/32."
125,Bisturi Descartável Cabo Cabo De Plástico Lâmina Lâmina Aço Inoxidável Tamanho Lâmina 20AWG Esterilidade Estéril Sistema De Segurança Segundo Nr/32,"Instrumento Cirúrgico Descartável com Cabo de Plástico, Lâmina de Aço Inoxidável de 20 Gauge, Esterilizado e Seguro, Classe Estéril, Sistema de Proteção Nr/32."
126,Bisturi Descartável Cabo Cabo De Plástico Lâmina Lâmina Aço Inoxidável Tamanho Lâmina 20AWG Esterilidade Estéril Sistema De Segurança Segundo Nr/32,"Instrumento Cirúrgico Descartável com Cabo de Plástico, Lâmina de Aço Inoxidável de 20 Gauge, Esterilizado e Seguro, Classe Estéril, Sistema de Proteção Nr/32."
127,Bisturi Descartável Cabo Cabo De Plástico Lâmina Lâmina Aço Inoxidável Tamanho Lâmina 20AWG Esterilidade Estéril Sistema De Segurança Segundo Nr/32,"Instrumento Cirúrgico Descartável com Cabo de Plástico, Lâmina de Aço Inoxidável de 20 Gauge, Esterilizado e Seguro, Classe Estéril, Sistema de Proteção Nr/32."
128,Polvaroma Apresentação Pó Amrelado Sabor Laranja Aplicação Fabricação De Medicamento De Uso Humano,"Pó de Polvaroma em apresentação aromática com sabor de laranja, utilizado na fabricação de medicamentos para uso humano."
129,Polvaroma Apresentação Pó Amrelado Sabor Laranja Aplicação Fabricação De Medicamento De Uso Humano,"Pó de Polvaroma em apresentação aromática com sabor de laranja, utilizado na fabricação de medicamentos para uso humano."
130,Polvaroma Apresentação Pó Amrelado Sabor Laranja Aplicação Fabricação De Medicamento De Uso Humano,"Pó de Polvaroma em apresentação aromática com sabor de laranja, utilizado na fabricação de medicamentos para uso humano."
131,Polvaroma Apresentação Pó Amrelado Sabor Laranja Aplicação Fabricação De Medicamento De Uso Humano,"Pó de Polvaroma em apresentação aromática com sabor de laranja, utilizado na fabricação de medicamentos para uso humano."
132,Tenda Inflável Rip Stop-250 Tratamento Superficial Impermeabilizado Tensão BivoltV Acessórios Tela De Nylon Aplicação Eventos Diversos E Sinalização Conforme Modelo Comprimento 1UN Largura 6MM Altura 4MG,"Tenda Inflável Rip Stop-250 com Tratamento Superficial Impermeabilizado, Tensão Bivolt, Acessórios de Tela de Nylon, indicada para Eventos Diversos e Sinalização, de acordo com o Modelo, com Comprimento de 1 Unidade, Largura de 6 Milímetros e Altura de 4 Megagramas."
133,Tenda Inflável Rip Stop-250 Tratamento Superficial Impermeabilizado Tensão BivoltV Acessórios Tela De Nylon Aplicação Eventos Diversos E Sinalização Conforme Modelo Comprimento 1UN Largura 6MM Altura 4MG,"Tenda Inflável Rip Stop-250 com Tratamento Superficial Impermeabilizado, Tensão Bivolt, Acessórios de Tela de Nylon, indicada para Eventos Diversos e Sinalização, de acordo com o Modelo, com Comprimento de 1 Unidade, Largura de 6 Milímetros e Altura de 4 Megagramas."
134,Tenda Inflável Rip Stop-250 Tratamento Superficial Impermeabilizado Tensão BivoltV Acessórios Tela De Nylon Aplicação Eventos Diversos E Sinalização Conforme Modelo Comprimento 1UN Largura 6MM Altura 4MG,"Tenda Inflável Rip Stop-250 com Tratamento Superficial Impermeabilizado, Tensão Bivolt, Acessórios de Tela de Nylon, indicada para Eventos Diversos e Sinalização, de acordo com o Modelo, com Comprimento de 1 Unidade, Largura de 6 Milímetros e Altura de 4 Megagramas."
135,Tenda Inflável Rip Stop-250 Tratamento Superficial Impermeabilizado Tensão BivoltV Acessórios Tela De Nylon Aplicação Eventos Diversos E Sinalização Conforme Modelo Comprimento 1UN Largura 6MM Altura 4MG,"Tenda Inflável Rip Stop-250 com Tratamento Superficial Impermeabilizado, Tensão Bivolt, Acessórios de Tela de Nylon, indicada para Eventos Diversos e Sinalização, de acordo com o Modelo, com Comprimento de 1 Unidade, Largura de 6 Milímetros e Altura de 4 Megagramas."
136,"Baú Ferramentas Chapa Aço Acabamento Superficial Pintura Eletrostática Cor Azul Comprimento 500UI Largura 160MM Altura 185CM Peso 2,80M/MIN Com Bandeja E Lingueta Para Cadeado","Caixa de Ferramentas em Chapa de Aço com Acabamento Superficial em Pintura Eletrostática Azul, Comprimento de 500 Unidades de Interface, Largura de 160 Milímetros, Altura de 185 Centímetros, Peso de 2,80 Metros por Minuto, Equipada com Bandeja e Lingueta para Cadeado."
137,"Baú Ferramentas Chapa Aço Acabamento Superficial Pintura Eletrostática Cor Azul Comprimento 500UI Largura 160MM Altura 185CM Peso 2,80M/MIN Com Bandeja E Lingueta Para Cadeado","Caixa de Ferramentas em Chapa de Aço com Acabamento Superficial em Pintura Eletrostática Azul, Comprimento de 500 Unidades de Interface, Largura de 160 Milímetros, Altura de 185 Centímetros, Peso de 2,80 Metros por Minuto, Equipada com Bandeja e Lingueta para Cadeado."
138,"Baú Ferramentas Chapa Aço Acabamento Superficial Pintura Eletrostática Cor Azul Comprimento 500UI Largura 160MM Altura 185CM Peso 2,80M/MIN Com Bandeja E Lingueta Para Cadeado","Caixa de Ferramentas em Chapa de Aço com Acabamento Superficial em Pintura Eletrostática Azul, Comprimento de 500 Unidades de Interface, Largura de 160 Milímetros, Altura de 185 Centímetros, Peso de 2,80 Metros por Minuto, Equipada com Bandeja e Lingueta para Cadeado."
139,"Baú Ferramentas Chapa Aço Acabamento Superficial Pintura Eletrostática Cor Azul Comprimento 500UI Largura 160MM Altura 185CM Peso 2,80M/MIN Com Bandeja E Lingueta Para Cadeado","Caixa de Ferramentas em Chapa de Aço com Acabamento Superficial em Pintura Eletrostática Azul, Comprimento de 500 Unidades de Interface, Largura de 160 Milímetros, Altura de 185 Centímetros, Peso de 2,80 Metros por Minuto, Equipada com Bandeja e Lingueta para Cadeado."
140,"Calibrador Radiação Voltagem 100/240V Frequência 50/60HZ Aplicação Medição De Radioatividade De Radiofármacos Resolução De 0,1 Microcurie","Calibrador de Radiação para Medição de Radioatividade de Radiofármacos, operando com uma Faixa de Voltagem de 100 a 240 Volts, Frequência de 50 a 60 Hertz, e apresentando uma Resolução de 0,1 Microcurie."
141,"Calibrador Radiação Voltagem 100/240V Frequência 50/60HZ Aplicação Medição De Radioatividade De Radiofármacos Resolução De 0,1 Microcurie","Calibrador de Radiação para Medição de Radioatividade de Radiofármacos, operando com uma Faixa de Voltagem de 100 a 240 Volts, Frequência de 50 a 60 Hertz, e apresentando uma Resolução de 0,1 Microcurie."
142,"Calibrador Radiação Voltagem 100/240V Frequência 50/60HZ Aplicação Medição De Radioatividade De Radiofármacos Resolução De 0,1 Microcurie","Calibrador de Radiação para Medição de Radioatividade de Radiofármacos, operando com uma Faixa de Voltagem de 100 a 240 Volts, Frequência de 50 a 60 Hertz, e apresentando uma Resolução de 0,1 Microcurie."
143,"Calibrador Radiação Voltagem 100/240V Frequência 50/60HZ Aplicação Medição De Radioatividade De Radiofármacos Resolução De 0,1 Microcurie","Calibrador de Radiação para Medição de Radioatividade de Radiofármacos, operando com uma Faixa de Voltagem de 100 a 240 Volts, Frequência de 50 a 60 Hertz, e apresentando uma Resolução de 0,1 Microcurie."
144,Forro Gesso Sulfato De Cálcio Apresentação Gesso Acartonado Aplicação Teto Ambiente Comercial Acabamento Superficial Natural Comprimento 1.243MM Largura 618MM Espessura 8MB,"Forro de Gesso Sulfato de Cálcio em Apresentação de Gesso Acartonado, indicado para Aplicação em Tetos de Ambientes Comerciais, com Acabamento Superficial Natural, Comprimento de 1.243 Milímetros, Largura de 618 Milímetros e Espessura de 8 Megabits."
145,Forro Gesso Sulfato De Cálcio Apresentação Gesso Acartonado Aplicação Teto Ambiente Comercial Acabamento Superficial Natural Comprimento 1.243MM Largura 618MM Espessura 8MB,"Forro de Gesso Sulfato de Cálcio em Apresentação de Gesso Acartonado, indicado para Aplicação em Tetos de Ambientes Comerciais, com Acabamento Superficial Natural, Comprimento de 1.243 Milímetros, Largura de 618 Milímetros e Espessura de 8 Megabits."
146,Forro Gesso Sulfato De Cálcio Apresentação Gesso Acartonado Aplicação Teto Ambiente Comercial Acabamento Superficial Natural Comprimento 1.243MM Largura 618MM Espessura 8MB,"Forro de Gesso Sulfato de Cálcio em Apresentação de Gesso Acartonado, indicado para Aplicação em Tetos de Ambientes Comerciais, com Acabamento Superficial Natural, Comprimento de 1.243 Milímetros, Largura de 618 Milímetros e Espessura de 8 Megabits."
147,Forro Gesso Sulfato De Cálcio Apresentação Gesso Acartonado Aplicação Teto Ambiente Comercial Acabamento Superficial Natural Comprimento 1.243MM Largura 618MM Espessura 8MB,"Forro de Gesso Sulfato de Cálcio em Apresentação de Gesso Acartonado, indicado para Aplicação em Tetos de Ambientes Comerciais, com Acabamento Superficial Natural, Comprimento de 1.243 Milímetros, Largura de 618 Milímetros e Espessura de 8 Megabits."
148,Gás Refrigeração Tipo R 22 Aplicação Câmara De Congelamento -18°C,"Refrigente para Câmara de Congelação com Temperatura de -18 Graus Celsius, utilizando o Tipo R 22 para Refrigeração."
149,Gás Refrigeração Tipo R 22 Aplicação Câmara De Congelamento -18°C,"Refrigente para Câmara de Congelação com Temperatura de -18 Graus Celsius, utilizando o Tipo R 22 para Refrigeração."
150,Gás Refrigeração Tipo R 22 Aplicação Câmara De Congelamento -18°C,"Refrigente para Câmara de Congelação com Temperatura de -18 Graus Celsius, utilizando o Tipo R 22 para Refrigeração."
151,Gás Refrigeração Tipo R 22 Aplicação Câmara De Congelamento -18°C,"Refrigente para Câmara de Congelação com Temperatura de -18 Graus Celsius, utilizando o Tipo R 22 para Refrigeração."
152,Anodo Matéria-Prima Cádmio,Eletrodo de Matéria-Prima feito de Cádmio.
153,Anodo Matéria-Prima Cádmio,Eletrodo de Matéria-Prima feito de Cádmio.
154,Anodo Matéria-Prima Cádmio,Eletrodo de Matéria-Prima feito de Cádmio.
155,Anodo Matéria-Prima Cádmio,Eletrodo de Matéria-Prima feito de Cádmio.
156,Tira Reagente Papel Aplicação Quantitativo De Cloro Até 200 Ppm,Tira Reactiva de Papel para Análise Quantitativa de Cloro até 200 Partes por Milhão.
157,Tira Reagente Papel Aplicação Quantitativo De Cloro Até 200 Ppm,Tira Reactiva de Papel para Análise Quantitativa de Cloro até 200 Partes por Milhão.
158,Tira Reagente Papel Aplicação Quantitativo De Cloro Até 200 Ppm,Tira Reactiva de Papel para Análise Quantitativa de Cloro até 200 Partes por Milhão.
159,Tira Reagente Papel Aplicação Quantitativo De Cloro Até 200 Ppm,Tira Reactiva de Papel para Análise Quantitativa de Cloro até 200 Partes por Milhão.
160,Disquete Tamanho 3 1/2POL Capacidade 1.44MB Taxa Densidade 2 Hd,Unidade de Armazenamento de Dados de 3 1/2 Polegadas com Capacidade de 1.44 Megabytes e Taxa de Densidade de 2 Cabeças.
161,Disquete Tamanho 3 1/2POL Capacidade 1.44MB Taxa Densidade 2 Hd,Unidade de Armazenamento de Dados de 3 1/2 Polegadas com Capacidade de 1.44 Megabytes e Taxa de Densidade de 2 Cabeças.
162,Disquete Tamanho 3 1/2POL Capacidade 1.44MB Taxa Densidade 2 Hd,Unidade de Armazenamento de Dados de 3 1/2 Polegadas com Capacidade de 1.44 Megabytes e Taxa de Densidade de 2 Cabeças.
163,Disquete Tamanho 3 1/2POL Capacidade 1.44MB Taxa Densidade 2 Hd,Unidade de Armazenamento de Dados de 3 1/2 Polegadas com Capacidade de 1.44 Megabytes e Taxa de Densidade de 2 Cabeças.
164,"""Doce Leite"" Ingredientes Leite Integral/Edulcorantes/Sorbitol/Sucralose Prazo Validade Mínimo 12UN Tipo Cremoso Dietético/Com Registro No Mapa - Sif/Dipoa","Creme de Leite com Ingredientes à base de Leite Integral, Edulcorantes, Sorbitol e Sucralose, com Prazo de Validade Mínimo de 12 Unidades, do tipo Cremoso Dietético, Registrado no Mapa - Sif/Dipoa."
165,"""Doce Leite"" Ingredientes Leite Integral/Edulcorantes/Sorbitol/Sucralose Prazo Validade Mínimo 12UN Tipo Cremoso Dietético/Com Registro No Mapa - Sif/Dipoa","Creme de Leite com Ingredientes à base de Leite Integral, Edulcorantes, Sorbitol e Sucralose, com Prazo de Validade Mínimo de 12 Unidades, do tipo Cremoso Dietético, Registrado no Mapa - Sif/Dipoa."
166,"""Doce Leite"" Ingredientes Leite Integral/Edulcorantes/Sorbitol/Sucralose Prazo Validade Mínimo 12UN Tipo Cremoso Dietético/Com Registro No Mapa - Sif/Dipoa","Creme de Leite com Ingredientes à base de Leite Integral, Edulcorantes, Sorbitol e Sucralose, com Prazo de Validade Mínimo de 12 Unidades, do tipo Cremoso Dietético, Registrado no Mapa - Sif/Dipoa."
167,"""Doce Leite"" Ingredientes Leite Integral/Edulcorantes/Sorbitol/Sucralose Prazo Validade Mínimo 12UN Tipo Cremoso Dietético/Com Registro No Mapa - Sif/Dipoa","Creme de Leite com Ingredientes à base de Leite Integral, Edulcorantes, Sorbitol e Sucralose, com Prazo de Validade Mínimo de 12 Unidades, do tipo Cremoso Dietético, Registrado no Mapa - Sif/Dipoa."
