,idx,query,page_size,abordagem,sinonimos,erros_digitacao,reordenados
100,25,CARNE RESF DE BOV S/ OSSO (PICANHA GRILL).....5CX,100,all_mini,Carne de Bovino sem Osso (Picanha para Grelhar) disponível em unidades de 5 Centímetros Cúbicos.,CARNE RESF DE BOV S/ OSSO (PICANH GRILL).....5CX,S/ OSSO (PICANHA GRILL).....5CX CARNE RESF DE BOV
101,25,CARNE RESF DE BOV S/ OSSO (PICANHA GRILL).....5CX,100,q_bv2,Carne de Bovino sem Osso (Picanha para Grelhar) disponível em unidades de 5 Centímetros Cúbicos.,CARNE RESF DE BOV S/ OSSO (PICANH GRILL).....5CX,S/ OSSO (PICANHA GRILL).....5CX CARNE RESF DE BOV
102,25,CARNE RESF DE BOV S/ OSSO (PICANHA GRILL).....5CX,100,mpnet,Carne de Bovino sem Osso (Picanha para Grelhar) disponível em unidades de 5 Centímetros Cúbicos.,CARNE RESF DE BOV S/ OSSO (PICANH GRILL).....5CX,S/ OSSO (PICANHA GRILL).....5CX CARNE RESF DE BOV
103,25,CARNE RESF DE BOV S/ OSSO (PICANHA GRILL).....5CX,100,labase,Carne de Bovino sem Osso (Picanha para Grelhar) disponível em unidades de 5 Centímetros Cúbicos.,CARNE RESF DE BOV S/ OSSO (PICANH GRILL).....5CX,S/ OSSO (PICANHA GRILL).....5CX CARNE RESF DE BOV
104,26,"ENXADA ESTREITA 1,5 S/CABO  TRAMONTINA",100,all_mini,"Paleta Estreita de 1,5 metros sem Cabo da Tramontina","ENXAD ESTRITA 1,5 S/CABO TRAMONTIN","1,5 S/CABO TRAMONTINA"" ENXADA ESTREITA"
105,26,"ENXADA ESTREITA 1,5 S/CABO  TRAMONTINA",100,q_bv2,"Paleta Estreita de 1,5 metros sem Cabo da Tramontina","ENXAD ESTRITA 1,5 S/CABO TRAMONTIN","1,5 S/CABO TRAMONTINA"" ENXADA ESTREITA"
106,26,"ENXADA ESTREITA 1,5 S/CABO  TRAMONTINA",100,mpnet,"Paleta Estreita de 1,5 metros sem Cabo da Tramontina","ENXAD ESTRITA 1,5 S/CABO TRAMONTIN","1,5 S/CABO TRAMONTINA"" ENXADA ESTREITA"
107,26,"ENXADA ESTREITA 1,5 S/CABO  TRAMONTINA",100,labase,"Paleta Estreita de 1,5 metros sem Cabo da Tramontina","ENXAD ESTRITA 1,5 S/CABO TRAMONTIN","1,5 S/CABO TRAMONTINA"" ENXADA ESTREITA"
108,27,SABONETE HIDRATANTE EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12),100,all_mini,"Barra de Sabonete Hidratante Jequitibá Sensi Leite de Amendoim, pacote com 5 unidades de 90 gramas cada (Descrição 2.12)",SABONETTE HIDRATANT EM BARR JEQUIT SENSI LEIT DE AMENDOAS 5X 90G (Desc. 212),EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12) SABONETE HIDRATANTE
109,27,SABONETE HIDRATANTE EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12),100,q_bv2,"Barra de Sabonete Hidratante Jequitibá Sensi Leite de Amendoim, pacote com 5 unidades de 90 gramas cada (Descrição 2.12)",SABONETTE HIDRATANT EM BARR JEQUIT SENSI LEIT DE AMENDOAS 5X 90G (Desc. 212),EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12) SABONETE HIDRATANTE
110,27,SABONETE HIDRATANTE EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12),100,mpnet,"Barra de Sabonete Hidratante Jequitibá Sensi Leite de Amendoim, pacote com 5 unidades de 90 gramas cada (Descrição 2.12)",SABONETTE HIDRATANT EM BARR JEQUIT SENSI LEIT DE AMENDOAS 5X 90G (Desc. 212),EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12) SABONETE HIDRATANTE
111,27,SABONETE HIDRATANTE EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12),100,labase,"Barra de Sabonete Hidratante Jequitibá Sensi Leite de Amendoim, pacote com 5 unidades de 90 gramas cada (Descrição 2.12)",SABONETTE HIDRATANT EM BARR JEQUIT SENSI LEIT DE AMENDOAS 5X 90G (Desc. 212),EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12) SABONETE HIDRATANTE
112,28,REF NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46),100,all_mini,"Refrigerante NSPA para Localização e Desidratação, com Capacidade de 40 Mililitros e Descrição de 1.46.",REF NSP LOC DES HID CPO AMEI 40ml (Desc. 1.46),NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46) REF
113,28,REF NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46),100,q_bv2,"Refrigerante NSPA para Localização e Desidratação, com Capacidade de 40 Mililitros e Descrição de 1.46.",REF NSP LOC DES HID CPO AMEI 40ml (Desc. 1.46),NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46) REF
114,28,REF NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46),100,mpnet,"Refrigerante NSPA para Localização e Desidratação, com Capacidade de 40 Mililitros e Descrição de 1.46.",REF NSP LOC DES HID CPO AMEI 40ml (Desc. 1.46),NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46) REF
115,28,REF NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46),100,labase,"Refrigerante NSPA para Localização e Desidratação, com Capacidade de 40 Mililitros e Descrição de 1.46.",REF NSP LOC DES HID CPO AMEI 40ml (Desc. 1.46),NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46) REF
116,29,CAD UNIV 10M CD B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC,100,all_mini,"Unidade de Armazenamento CAD Universal para 10 Meters, com Capacidade de 160 F, Contendo 4 Narutos, Peso de 15.39, Cofins de 70.88 e FSC.",CAD UNV 10M CD B/A 160F C/4 NARUT PIS 15.39 COFINS 70.88 FSC,B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC CAD UNIV 10M CD
117,29,CAD UNIV 10M CD B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC,100,q_bv2,"Unidade de Armazenamento CAD Universal para 10 Meters, com Capacidade de 160 F, Contendo 4 Narutos, Peso de 15.39, Cofins de 70.88 e FSC.",CAD UNV 10M CD B/A 160F C/4 NARUT PIS 15.39 COFINS 70.88 FSC,B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC CAD UNIV 10M CD
118,29,CAD UNIV 10M CD B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC,100,mpnet,"Unidade de Armazenamento CAD Universal para 10 Meters, com Capacidade de 160 F, Contendo 4 Narutos, Peso de 15.39, Cofins de 70.88 e FSC.",CAD UNV 10M CD B/A 160F C/4 NARUT PIS 15.39 COFINS 70.88 FSC,B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC CAD UNIV 10M CD
119,29,CAD UNIV 10M CD B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC,100,labase,"Unidade de Armazenamento CAD Universal para 10 Meters, com Capacidade de 160 F, Contendo 4 Narutos, Peso de 15.39, Cofins de 70.88 e FSC.",CAD UNV 10M CD B/A 160F C/4 NARUT PIS 15.39 COFINS 70.88 FSC,B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC CAD UNIV 10M CD
120,30,KIT PANTENE SH 350ML+COND HIDRATACAO,100,all_mini,"Conjunto de Cuidado Capilar Pantene SH, composto por 350 Mililitros de Shampoo e Condicionador Hidratante.",KIT PANTEN SH 350ML+CON HIDRATACA,SH 350ML+COND HIDRATACAO KIT PANTENE
121,30,KIT PANTENE SH 350ML+COND HIDRATACAO,100,q_bv2,"Conjunto de Cuidado Capilar Pantene SH, composto por 350 Mililitros de Shampoo e Condicionador Hidratante.",KIT PANTEN SH 350ML+CON HIDRATACA,SH 350ML+COND HIDRATACAO KIT PANTENE
122,30,KIT PANTENE SH 350ML+COND HIDRATACAO,100,mpnet,"Conjunto de Cuidado Capilar Pantene SH, composto por 350 Mililitros de Shampoo e Condicionador Hidratante.",KIT PANTEN SH 350ML+CON HIDRATACA,SH 350ML+COND HIDRATACAO KIT PANTENE
123,30,KIT PANTENE SH 350ML+COND HIDRATACAO,100,labase,"Conjunto de Cuidado Capilar Pantene SH, composto por 350 Mililitros de Shampoo e Condicionador Hidratante.",KIT PANTEN SH 350ML+CON HIDRATACA,SH 350ML+COND HIDRATACAO KIT PANTENE
124,31,"MELOCOX 7,5MG 10 S",100,all_mini,"Medicamento MELOCOX, concentração de 7,5 Miligramas, disponível em pacote com 10 unidades.","MELCOS 7,5MG 10 S","7,5MG 10 S MELOCOX"
125,31,"MELOCOX 7,5MG 10 S",100,q_bv2,"Medicamento MELOCOX, concentração de 7,5 Miligramas, disponível em pacote com 10 unidades.","MELCOS 7,5MG 10 S","7,5MG 10 S MELOCOX"
126,31,"MELOCOX 7,5MG 10 S",100,mpnet,"Medicamento MELOCOX, concentração de 7,5 Miligramas, disponível em pacote com 10 unidades.","MELCOS 7,5MG 10 S","7,5MG 10 S MELOCOX"
127,31,"MELOCOX 7,5MG 10 S",100,labase,"Medicamento MELOCOX, concentração de 7,5 Miligramas, disponível em pacote com 10 unidades.","MELCOS 7,5MG 10 S","7,5MG 10 S MELOCOX"
128,32,TOR PIA 15cm P. BELO BR,100,all_mini,"Torre de PIA com altura de 15 centímetros, modelo Belo BR.",TORPI 15cm P. BELO BR,BELO BR PIA 15cm P. TOR
129,32,TOR PIA 15cm P. BELO BR,100,q_bv2,"Torre de PIA com altura de 15 centímetros, modelo Belo BR.",TORPI 15cm P. BELO BR,BELO BR PIA 15cm P. TOR
130,32,TOR PIA 15cm P. BELO BR,100,mpnet,"Torre de PIA com altura de 15 centímetros, modelo Belo BR.",TORPI 15cm P. BELO BR,BELO BR PIA 15cm P. TOR
131,32,TOR PIA 15cm P. BELO BR,100,labase,"Torre de PIA com altura de 15 centímetros, modelo Belo BR.",TORPI 15cm P. BELO BR,BELO BR PIA 15cm P. TOR
132,33,BUCHA DIANTEIRA DA BANDEJA DA SUSP. DIANT. ETIOS Yaris 18 / ...,100,all_mini,"Peça de Fixação Frontal da Suspensão Dianteira para Veículos Toyota Etios e Yaris, Ano 18 e seguintes.",BUCH DIANT DA BANDEJ DA SUSP. DIANT. ETIOS Yaris 18 / ...,ETIOS Yaris 18 / ... BUCHA DIANTEIRA DA BANDEJA DA SUSP. DIANT.
133,33,BUCHA DIANTEIRA DA BANDEJA DA SUSP. DIANT. ETIOS Yaris 18 / ...,100,q_bv2,"Peça de Fixação Frontal da Suspensão Dianteira para Veículos Toyota Etios e Yaris, Ano 18 e seguintes.",BUCH DIANT DA BANDEJ DA SUSP. DIANT. ETIOS Yaris 18 / ...,ETIOS Yaris 18 / ... BUCHA DIANTEIRA DA BANDEJA DA SUSP. DIANT.
134,33,BUCHA DIANTEIRA DA BANDEJA DA SUSP. DIANT. ETIOS Yaris 18 / ...,100,mpnet,"Peça de Fixação Frontal da Suspensão Dianteira para Veículos Toyota Etios e Yaris, Ano 18 e seguintes.",BUCH DIANT DA BANDEJ DA SUSP. DIANT. ETIOS Yaris 18 / ...,ETIOS Yaris 18 / ... BUCHA DIANTEIRA DA BANDEJA DA SUSP. DIANT.
135,33,BUCHA DIANTEIRA DA BANDEJA DA SUSP. DIANT. ETIOS Yaris 18 / ...,100,labase,"Peça de Fixação Frontal da Suspensão Dianteira para Veículos Toyota Etios e Yaris, Ano 18 e seguintes.",BUCH DIANT DA BANDEJ DA SUSP. DIANT. ETIOS Yaris 18 / ...,ETIOS Yaris 18 / ... BUCHA DIANTEIRA DA BANDEJA DA SUSP. DIANT.
136,34,GENGI BABY GEL 10G - Lab./Fabr. BIOLAB SANUS,100,all_mini,Gel de Hidratação para Bebês Gengi de 10 Gramas - Laboratório/Fabricante Biolab Sanus,GENG BAB GEL 10G - Lab./Fabr. BIOLB SANUS,GEL 10G - Lab./Fabr. BIOLAB SANUS GENGI BABY
137,34,GENGI BABY GEL 10G - Lab./Fabr. BIOLAB SANUS,100,q_bv2,Gel de Hidratação para Bebês Gengi de 10 Gramas - Laboratório/Fabricante Biolab Sanus,GENG BAB GEL 10G - Lab./Fabr. BIOLB SANUS,GEL 10G - Lab./Fabr. BIOLAB SANUS GENGI BABY
138,34,GENGI BABY GEL 10G - Lab./Fabr. BIOLAB SANUS,100,mpnet,Gel de Hidratação para Bebês Gengi de 10 Gramas - Laboratório/Fabricante Biolab Sanus,GENG BAB GEL 10G - Lab./Fabr. BIOLB SANUS,GEL 10G - Lab./Fabr. BIOLAB SANUS GENGI BABY
139,34,GENGI BABY GEL 10G - Lab./Fabr. BIOLAB SANUS,100,labase,Gel de Hidratação para Bebês Gengi de 10 Gramas - Laboratório/Fabricante Biolab Sanus,GENG BAB GEL 10G - Lab./Fabr. BIOLB SANUS,GEL 10G - Lab./Fabr. BIOLAB SANUS GENGI BABY
140,35,UNIL COND DOVE BABY HIDRAT ENRIQ 200ML,100,all_mini,Condicionador Unil Dove para Bebês Hidratante Enriquecido com volume de 200 Mililitros.,UNIL CON DVE BABY HIDRAT ENRIQ 200ML,BABY HIDRAT ENRIQ 200ML UNIL COND DOVE
141,35,UNIL COND DOVE BABY HIDRAT ENRIQ 200ML,100,q_bv2,Condicionador Unil Dove para Bebês Hidratante Enriquecido com volume de 200 Mililitros.,UNIL CON DVE BABY HIDRAT ENRIQ 200ML,BABY HIDRAT ENRIQ 200ML UNIL COND DOVE
142,35,UNIL COND DOVE BABY HIDRAT ENRIQ 200ML,100,mpnet,Condicionador Unil Dove para Bebês Hidratante Enriquecido com volume de 200 Mililitros.,UNIL CON DVE BABY HIDRAT ENRIQ 200ML,BABY HIDRAT ENRIQ 200ML UNIL COND DOVE
143,35,UNIL COND DOVE BABY HIDRAT ENRIQ 200ML,100,labase,Condicionador Unil Dove para Bebês Hidratante Enriquecido com volume de 200 Mililitros.,UNIL CON DVE BABY HIDRAT ENRIQ 200ML,BABY HIDRAT ENRIQ 200ML UNIL COND DOVE
144,36,HIDRAT NIVE SOFT MILK PELE SECA 200ML,100,all_mini,"Creme Hidratante Nive Soft Milk para Pele Seca, com Volume de 200 Mililitros",HIDRAT NIV SOFT MIL PELE SEC 200ML,SOFT MILK PELE SECA 200ML HIDRAT NIVE
145,36,HIDRAT NIVE SOFT MILK PELE SECA 200ML,100,q_bv2,"Creme Hidratante Nive Soft Milk para Pele Seca, com Volume de 200 Mililitros",HIDRAT NIV SOFT MIL PELE SEC 200ML,SOFT MILK PELE SECA 200ML HIDRAT NIVE
146,36,HIDRAT NIVE SOFT MILK PELE SECA 200ML,100,mpnet,"Creme Hidratante Nive Soft Milk para Pele Seca, com Volume de 200 Mililitros",HIDRAT NIV SOFT MIL PELE SEC 200ML,SOFT MILK PELE SECA 200ML HIDRAT NIVE
147,36,HIDRAT NIVE SOFT MILK PELE SECA 200ML,100,labase,"Creme Hidratante Nive Soft Milk para Pele Seca, com Volume de 200 Mililitros",HIDRAT NIV SOFT MIL PELE SEC 200ML,SOFT MILK PELE SECA 200ML HIDRAT NIVE
148,37,REPOFLOR 200MG 6CP,100,all_mini,Repositor de Flúor 200 Miligramas com 6 Comprimidos.,SAB ALVANY 85G EXRRA,200MG 6CP REPOFLOR
149,37,REPOFLOR 200MG 6CP,100,q_bv2,Repositor de Flúor 200 Miligramas com 6 Comprimidos.,SAB ALVANY 85G EXRRA,200MG 6CP REPOFLOR
150,37,REPOFLOR 200MG 6CP,100,mpnet,Repositor de Flúor 200 Miligramas com 6 Comprimidos.,SAB ALVANY 85G EXRRA,200MG 6CP REPOFLOR
151,37,REPOFLOR 200MG 6CP,100,labase,Repositor de Flúor 200 Miligramas com 6 Comprimidos.,SAB ALVANY 85G EXRRA,200MG 6CP REPOFLOR
152,38,APOIO ERGONOMICO PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul,100,all_mini,Suporte Ergonômico para Facilitar Escrita com Referência ADP01 - 2 Dedos - Cor Azul,APOI ERGONOMIC PRA AUXILIAR ESCIRT REF. ADP01 - 2 Dedos - Azul,PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul APOIO ERGONOMICO
153,38,APOIO ERGONOMICO PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul,100,q_bv2,Suporte Ergonômico para Facilitar Escrita com Referência ADP01 - 2 Dedos - Cor Azul,APOI ERGONOMIC PRA AUXILIAR ESCIRT REF. ADP01 - 2 Dedos - Azul,PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul APOIO ERGONOMICO
154,38,APOIO ERGONOMICO PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul,100,mpnet,Suporte Ergonômico para Facilitar Escrita com Referência ADP01 - 2 Dedos - Cor Azul,APOI ERGONOMIC PRA AUXILIAR ESCIRT REF. ADP01 - 2 Dedos - Azul,PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul APOIO ERGONOMICO
155,38,APOIO ERGONOMICO PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul,100,labase,Suporte Ergonômico para Facilitar Escrita com Referência ADP01 - 2 Dedos - Cor Azul,APOI ERGONOMIC PRA AUXILIAR ESCIRT REF. ADP01 - 2 Dedos - Azul,PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul APOIO ERGONOMICO
156,39,MINGAU BANANA E MACA ALLNUTRI 24X180,100,all_mini,"Produto de Nutrição Esportiva em Pó para Mingau com Sabor de Banana e Maca da AllNutri, contendo 24 Porções de 180 Gramas cada.",MINGU BANAN E MAC ALLNUTRI 24X180,MINGAU E MACA ALLNUTRI 24X180  BANANA
157,39,MINGAU BANANA E MACA ALLNUTRI 24X180,100,q_bv2,"Produto de Nutrição Esportiva em Pó para Mingau com Sabor de Banana e Maca da AllNutri, contendo 24 Porções de 180 Gramas cada.",MINGU BANAN E MAC ALLNUTRI 24X180,MINGAU E MACA ALLNUTRI 24X180  BANANA
158,39,MINGAU BANANA E MACA ALLNUTRI 24X180,100,mpnet,"Produto de Nutrição Esportiva em Pó para Mingau com Sabor de Banana e Maca da AllNutri, contendo 24 Porções de 180 Gramas cada.",MINGU BANAN E MAC ALLNUTRI 24X180,MINGAU E MACA ALLNUTRI 24X180  BANANA
159,39,MINGAU BANANA E MACA ALLNUTRI 24X180,100,labase,"Produto de Nutrição Esportiva em Pó para Mingau com Sabor de Banana e Maca da AllNutri, contendo 24 Porções de 180 Gramas cada.",MINGU BANAN E MAC ALLNUTRI 24X180,MINGAU E MACA ALLNUTRI 24X180  BANANA
160,40,UNI TINTA PISO ACRIL VERDE 18LT UNIVERSO,100,all_mini,Tinta de Piso Acrílica Verde de 18 Litros da marca Universo,UNI TINT PIS ACRIL VERD 18LT UNIVERS,PISO ACRIL VERDE 18LT UNIVERSO UNI TINTA
161,40,UNI TINTA PISO ACRIL VERDE 18LT UNIVERSO,100,q_bv2,Tinta de Piso Acrílica Verde de 18 Litros da marca Universo,UNI TINT PIS ACRIL VERD 18LT UNIVERS,PISO ACRIL VERDE 18LT UNIVERSO UNI TINTA
162,40,UNI TINTA PISO ACRIL VERDE 18LT UNIVERSO,100,mpnet,Tinta de Piso Acrílica Verde de 18 Litros da marca Universo,UNI TINT PIS ACRIL VERD 18LT UNIVERS,PISO ACRIL VERDE 18LT UNIVERSO UNI TINTA
163,40,UNI TINTA PISO ACRIL VERDE 18LT UNIVERSO,100,labase,Tinta de Piso Acrílica Verde de 18 Litros da marca Universo,UNI TINT PIS ACRIL VERD 18LT UNIVERS,PISO ACRIL VERDE 18LT UNIVERSO UNI TINTA
164,41,LAMPADA H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,100,all_mini,"Lâmpada de Referência H7, com Tensão de 24 Volts e Potência de 70 Watts, Identificada pelo Código 775 H7.13972.HALC1 da Marca Haloway.",LAMPAD H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,24V.70W REF.775 H7.13972.HALC1 HALOWAY LAMPADA H7
165,41,LAMPADA H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,100,q_bv2,"Lâmpada de Referência H7, com Tensão de 24 Volts e Potência de 70 Watts, Identificada pelo Código 775 H7.13972.HALC1 da Marca Haloway.",LAMPAD H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,24V.70W REF.775 H7.13972.HALC1 HALOWAY LAMPADA H7
166,41,LAMPADA H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,100,mpnet,"Lâmpada de Referência H7, com Tensão de 24 Volts e Potência de 70 Watts, Identificada pelo Código 775 H7.13972.HALC1 da Marca Haloway.",LAMPAD H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,24V.70W REF.775 H7.13972.HALC1 HALOWAY LAMPADA H7
167,41,LAMPADA H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,100,labase,"Lâmpada de Referência H7, com Tensão de 24 Volts e Potência de 70 Watts, Identificada pelo Código 775 H7.13972.HALC1 da Marca Haloway.",LAMPAD H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,24V.70W REF.775 H7.13972.HALC1 HALOWAY LAMPADA H7
168,42,VENOSAN ULTRALINE 4000 COMP. 20-30 AD G PE ABERTO BEGE BEGE  Lote:360866 Ean :7898360914173,100,all_mini,"Componente de Sanidade Venosan Ultraline 4000, modelo 20-30 AD G, com fecho aberto, cor Bege, Lote número 360866 e código EAN 7898360914173.",VENOSA ULTALIN 4000 COMP. 20-30 AD G PE ABERT BEG BEGE Lote:360866 Ean :7898360914173,COMP. 20-30 AD G PE ABERTO BEGE BEGE Lote:360866 Ean :7898360914173 VENOSAN ULTRALINE 4000
169,42,VENOSAN ULTRALINE 4000 COMP. 20-30 AD G PE ABERTO BEGE BEGE  Lote:360866 Ean :7898360914173,100,q_bv2,"Componente de Sanidade Venosan Ultraline 4000, modelo 20-30 AD G, com fecho aberto, cor Bege, Lote número 360866 e código EAN 7898360914173.",VENOSA ULTALIN 4000 COMP. 20-30 AD G PE ABERT BEG BEGE Lote:360866 Ean :7898360914173,COMP. 20-30 AD G PE ABERTO BEGE BEGE Lote:360866 Ean :7898360914173 VENOSAN ULTRALINE 4000
170,42,VENOSAN ULTRALINE 4000 COMP. 20-30 AD G PE ABERTO BEGE BEGE  Lote:360866 Ean :7898360914173,100,mpnet,"Componente de Sanidade Venosan Ultraline 4000, modelo 20-30 AD G, com fecho aberto, cor Bege, Lote número 360866 e código EAN 7898360914173.",VENOSA ULTALIN 4000 COMP. 20-30 AD G PE ABERT BEG BEGE Lote:360866 Ean :7898360914173,COMP. 20-30 AD G PE ABERTO BEGE BEGE Lote:360866 Ean :7898360914173 VENOSAN ULTRALINE 4000
171,42,VENOSAN ULTRALINE 4000 COMP. 20-30 AD G PE ABERTO BEGE BEGE  Lote:360866 Ean :7898360914173,100,labase,"Componente de Sanidade Venosan Ultraline 4000, modelo 20-30 AD G, com fecho aberto, cor Bege, Lote número 360866 e código EAN 7898360914173.",VENOSA ULTALIN 4000 COMP. 20-30 AD G PE ABERT BEG BEGE Lote:360866 Ean :7898360914173,COMP. 20-30 AD G PE ABERTO BEGE BEGE Lote:360866 Ean :7898360914173 VENOSAN ULTRALINE 4000
172,43,LIMP CIF PERFUMADOS 900ML ENERGIZANTE,100,all_mini,"Desodorante de Ambiente Perfumado para Limpeza com Capacidade de 900 Mililitros, Propriedades Energizantes.",LIM CIF PERFUMANDO 900ML ENERGIZANT,900ML PERFUMADOS  ENERGIZANTE LIMP CIF
173,43,LIMP CIF PERFUMADOS 900ML ENERGIZANTE,100,q_bv2,"Desodorante de Ambiente Perfumado para Limpeza com Capacidade de 900 Mililitros, Propriedades Energizantes.",LIM CIF PERFUMANDO 900ML ENERGIZANT,900ML PERFUMADOS  ENERGIZANTE LIMP CIF
174,43,LIMP CIF PERFUMADOS 900ML ENERGIZANTE,100,mpnet,"Desodorante de Ambiente Perfumado para Limpeza com Capacidade de 900 Mililitros, Propriedades Energizantes.",LIM CIF PERFUMANDO 900ML ENERGIZANT,900ML PERFUMADOS  ENERGIZANTE LIMP CIF
175,43,LIMP CIF PERFUMADOS 900ML ENERGIZANTE,100,labase,"Desodorante de Ambiente Perfumado para Limpeza com Capacidade de 900 Mililitros, Propriedades Energizantes.",LIM CIF PERFUMANDO 900ML ENERGIZANT,900ML PERFUMADOS  ENERGIZANTE LIMP CIF
176,44,COLHER PED TRAM 77358 095 9--,100,all_mini,"Espátula Pedal TRAM 77358 095 9-- com Altura de 773MM, Largura de 58CM e Profundidade de 9CM.",COLH PED TRAM 77358 095 9--,PERFUMADOS 900ML CIF LIMP ENERGIZANTE
177,44,COLHER PED TRAM 77358 095 9--,100,q_bv2,"Espátula Pedal TRAM 77358 095 9-- com Altura de 773MM, Largura de 58CM e Profundidade de 9CM.",COLH PED TRAM 77358 095 9--,PERFUMADOS 900ML CIF LIMP ENERGIZANTE
178,44,COLHER PED TRAM 77358 095 9--,100,mpnet,"Espátula Pedal TRAM 77358 095 9-- com Altura de 773MM, Largura de 58CM e Profundidade de 9CM.",COLH PED TRAM 77358 095 9--,PERFUMADOS 900ML CIF LIMP ENERGIZANTE
179,44,COLHER PED TRAM 77358 095 9--,100,labase,"Espátula Pedal TRAM 77358 095 9-- com Altura de 773MM, Largura de 58CM e Profundidade de 9CM.",COLH PED TRAM 77358 095 9--,PERFUMADOS 900ML CIF LIMP ENERGIZANTE
180,45,SAB ALBANY 85G EXTRA,100,all_mini,"SAB Albany 85G EXTRA, uma Máquina de Café Espresso de Alta Qualidade, com Peso de 85 Gramas, ideal para preparar Bebidas Deliciosas em seu Ambiente Doméstico ou Comercial.",RPOFLOR 300MG 6CP,TRAM 77358 095 9-- PED COLHER
181,45,SAB ALBANY 85G EXTRA,100,q_bv2,"SAB Albany 85G EXTRA, uma Máquina de Café Espresso de Alta Qualidade, com Peso de 85 Gramas, ideal para preparar Bebidas Deliciosas em seu Ambiente Doméstico ou Comercial.",RPOFLOR 300MG 6CP,TRAM 77358 095 9-- PED COLHER
182,45,SAB ALBANY 85G EXTRA,100,mpnet,"SAB Albany 85G EXTRA, uma Máquina de Café Espresso de Alta Qualidade, com Peso de 85 Gramas, ideal para preparar Bebidas Deliciosas em seu Ambiente Doméstico ou Comercial.",RPOFLOR 300MG 6CP,TRAM 77358 095 9-- PED COLHER
183,45,SAB ALBANY 85G EXTRA,100,labase,"SAB Albany 85G EXTRA, uma Máquina de Café Espresso de Alta Qualidade, com Peso de 85 Gramas, ideal para preparar Bebidas Deliciosas em seu Ambiente Doméstico ou Comercial.",RPOFLOR 300MG 6CP,TRAM 77358 095 9-- PED COLHER
184,46,FORCEPS ODONTOLOGICO 18-R ADULTO - GOLGRAN,100,all_mini,Pinça Odontológica para Adultos 18-R da marca Golgran.,FORCEP ODONTOLOGIC 18-R ADULTO - GOLGRN,GOLGRAN ODONTOLOGICO 18-R ADULTO - FORCEPS
185,46,FORCEPS ODONTOLOGICO 18-R ADULTO - GOLGRAN,100,q_bv2,Pinça Odontológica para Adultos 18-R da marca Golgran.,FORCEP ODONTOLOGIC 18-R ADULTO - GOLGRN,GOLGRAN ODONTOLOGICO 18-R ADULTO - FORCEPS
186,46,FORCEPS ODONTOLOGICO 18-R ADULTO - GOLGRAN,100,mpnet,Pinça Odontológica para Adultos 18-R da marca Golgran.,FORCEP ODONTOLOGIC 18-R ADULTO - GOLGRN,GOLGRAN ODONTOLOGICO 18-R ADULTO - FORCEPS
