,idx,query,page_size,abordagem,sinonimos,erros_digitacao,reordenados
35,8,"Estação Solda Tensão Alimentação 110/220V Formato Ponta Cônica Fina Curva (0,4 E 0,5mm), Cônica Curva (3,5 Controle Termostático Incluído, Com Variação De +/- 3°C Acompanha Ferro De Solda, Suporte P/ Ferro De Sol Faixa Temperatura 100 A 450°C",100,labase,"Estação de Soldagem com Alimentação de 110/220 Volts, apresentando Ponta Cônica Fina em formato de Curva (diâmetros de 0,4 e 0,5 milímetros), Cônica Curva (diâmetro de 3,5 milímetros) com Controle Termostático Integrado, permitindo Variação de +/- 3°C, acompanhada de Ferro de Solda e Suporte para Ferro de Solda, com Faixa de Temperatura operacional de 100 a 450 Graus Celsius.","Estção Solda Tensão Alimenta ção 110/220V Formato Ponta Cônica Fina Curva (0,4 E 0,5mm), Cônica Curva (3,5 Controle Termostático Incluído, Com Variação De +/- 3°C Acompanha Ferro De Soida, Suporte P/ Ferro De Sol Faixa Temperatura 100 A 450°C","Estação Solda Formato Ponta Cônica Fina Curva (0,4 E 0,5mm), Cônica Curva (3,5 Controle Termostático Incluído, Com Variação De +/- 3°C Tensão Alimentação 110/220V Acompanha Ferro De Solda, Suporte P/ Ferro De Sol Faixa Temperatura 100 A 450°C"""
36,9,"Alvo De Tiro Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.",100,all_mini,"Placa de Tiro em Papelão Quadrada de 55 por 55 Milímetros para Treinamento de Pistola, Competição a 25 e 50 Metros.","Alvo De Tiro Papel Cartão Tipo Quadrsdo Tamanh 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.","Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M. Alvo De Tiro"
37,9,"Alvo De Tiro Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.",100,q_bv2,"Placa de Tiro em Papelão Quadrada de 55 por 55 Milímetros para Treinamento de Pistola, Competição a 25 e 50 Metros.","Alvo De Tiro Papel Cartão Tipo Quadrsdo Tamanh 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.","Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M. Alvo De Tiro"
38,9,"Alvo De Tiro Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.",100,mpnet,"Placa de Tiro em Papelão Quadrada de 55 por 55 Milímetros para Treinamento de Pistola, Competição a 25 e 50 Metros.","Alvo De Tiro Papel Cartão Tipo Quadrsdo Tamanh 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.","Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M. Alvo De Tiro"
39,9,"Alvo De Tiro Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.",100,labase,"Placa de Tiro em Papelão Quadrada de 55 por 55 Milímetros para Treinamento de Pistola, Competição a 25 e 50 Metros.","Alvo De Tiro Papel Cartão Tipo Quadrsdo Tamanh 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.","Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M. Alvo De Tiro"
40,10,Bebida Alcoólica Procedência Nacional Tipo Saquê Teor Alcoolico 15 A 35°C,100,all_mini,Bebida Alcoólica Nacional do Tipo Saquê com Teor Alcoólico de 15 a 35 Graus Celsius,Bebida Alcolica Precedência Nacional Tipo Saquê Teor Alcolico 15 A 35°C,Teor Alcoolico 15 A 35°C Bebida Alcoólica Procedência Nacional Tipo Saquê
41,10,Bebida Alcoólica Procedência Nacional Tipo Saquê Teor Alcoolico 15 A 35°C,100,q_bv2,Bebida Alcoólica Nacional do Tipo Saquê com Teor Alcoólico de 15 a 35 Graus Celsius,Bebida Alcolica Precedência Nacional Tipo Saquê Teor Alcolico 15 A 35°C,Teor Alcoolico 15 A 35°C Bebida Alcoólica Procedência Nacional Tipo Saquê
42,10,Bebida Alcoólica Procedência Nacional Tipo Saquê Teor Alcoolico 15 A 35°C,100,mpnet,Bebida Alcoólica Nacional do Tipo Saquê com Teor Alcoólico de 15 a 35 Graus Celsius,Bebida Alcolica Precedência Nacional Tipo Saquê Teor Alcolico 15 A 35°C,Teor Alcoolico 15 A 35°C Bebida Alcoólica Procedência Nacional Tipo Saquê
43,10,Bebida Alcoólica Procedência Nacional Tipo Saquê Teor Alcoolico 15 A 35°C,100,labase,Bebida Alcoólica Nacional do Tipo Saquê com Teor Alcoólico de 15 a 35 Graus Celsius,Bebida Alcolica Precedência Nacional Tipo Saquê Teor Alcolico 15 A 35°C,Teor Alcoolico 15 A 35°C Bebida Alcoólica Procedência Nacional Tipo Saquê
44,11,Êmbolo Válvula Hidráulica Plástico Rígido Aplicação Válvula Descarga Bitola 1 1/2POL,100,all_mini,Pistão Válvula Hidráulica de Plástico Rígido para Aplicação de Válvula de Descarga com Bitola de 1 1/2 Polegadas,Êmbolo Válvula Hidráulca Plástico Rígido Aplicação Válvla Descarga Bitola 1 1/2POL,Êmbolo  Plástico Válvula Hidráulica Rígido Aplicação Válvula Descarga Bitola 1 1/2POL
45,11,Êmbolo Válvula Hidráulica Plástico Rígido Aplicação Válvula Descarga Bitola 1 1/2POL,100,q_bv2,Pistão Válvula Hidráulica de Plástico Rígido para Aplicação de Válvula de Descarga com Bitola de 1 1/2 Polegadas,Êmbolo Válvula Hidráulca Plástico Rígido Aplicação Válvla Descarga Bitola 1 1/2POL,Êmbolo  Plástico Válvula Hidráulica Rígido Aplicação Válvula Descarga Bitola 1 1/2POL
46,11,Êmbolo Válvula Hidráulica Plástico Rígido Aplicação Válvula Descarga Bitola 1 1/2POL,100,mpnet,Pistão Válvula Hidráulica de Plástico Rígido para Aplicação de Válvula de Descarga com Bitola de 1 1/2 Polegadas,Êmbolo Válvula Hidráulca Plástico Rígido Aplicação Válvla Descarga Bitola 1 1/2POL,Êmbolo  Plástico Válvula Hidráulica Rígido Aplicação Válvula Descarga Bitola 1 1/2POL
47,11,Êmbolo Válvula Hidráulica Plástico Rígido Aplicação Válvula Descarga Bitola 1 1/2POL,100,labase,Pistão Válvula Hidráulica de Plástico Rígido para Aplicação de Válvula de Descarga com Bitola de 1 1/2 Polegadas,Êmbolo Válvula Hidráulca Plástico Rígido Aplicação Válvla Descarga Bitola 1 1/2POL,Êmbolo  Plástico Válvula Hidráulica Rígido Aplicação Válvula Descarga Bitola 1 1/2POL
48,12,Grafite Grau Msp7 Isostático Apresentação Bloco Comprimento 180°C Largura 180°C Altura 300L,100,all_mini,"Bloco de Grafite de Grau Msp7 Isostático, apresentado em formato de Bloco, com Comprimento de 180 Milímetros, Largura de 180 Milímetros e Altura de 300 Litros.",Grafiti Grau Msp7 Isostático Apresentação Bloco Comprinento 180°C Largura 180°C Altura 300L,Grafite Grau Msp7 Isostático Apresentação Altura 300L Largura 180°C  Bloco Comprimento 180°C
49,12,Grafite Grau Msp7 Isostático Apresentação Bloco Comprimento 180°C Largura 180°C Altura 300L,100,q_bv2,"Bloco de Grafite de Grau Msp7 Isostático, apresentado em formato de Bloco, com Comprimento de 180 Milímetros, Largura de 180 Milímetros e Altura de 300 Litros.",Grafiti Grau Msp7 Isostático Apresentação Bloco Comprinento 180°C Largura 180°C Altura 300L,Grafite Grau Msp7 Isostático Apresentação Altura 300L Largura 180°C  Bloco Comprimento 180°C
50,12,Grafite Grau Msp7 Isostático Apresentação Bloco Comprimento 180°C Largura 180°C Altura 300L,100,mpnet,"Bloco de Grafite de Grau Msp7 Isostático, apresentado em formato de Bloco, com Comprimento de 180 Milímetros, Largura de 180 Milímetros e Altura de 300 Litros.",Grafiti Grau Msp7 Isostático Apresentação Bloco Comprinento 180°C Largura 180°C Altura 300L,Grafite Grau Msp7 Isostático Apresentação Altura 300L Largura 180°C  Bloco Comprimento 180°C
51,12,Grafite Grau Msp7 Isostático Apresentação Bloco Comprimento 180°C Largura 180°C Altura 300L,100,labase,"Bloco de Grafite de Grau Msp7 Isostático, apresentado em formato de Bloco, com Comprimento de 180 Milímetros, Largura de 180 Milímetros e Altura de 300 Litros.",Grafiti Grau Msp7 Isostático Apresentação Bloco Comprinento 180°C Largura 180°C Altura 300L,Grafite Grau Msp7 Isostático Apresentação Altura 300L Largura 180°C  Bloco Comprimento 180°C
52,13,"Lanterna Não Elétrica Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão",100,all_mini,"Lanterna de Iluminação Não Elétrica com Capacidade para 2 Grandes Pilhas de Magnésio, Construída em Alumínio Anodizado, com Foco Regulável e Dimensões de 39,67 Milímetros de Diâmetro e 254 Milímetros de Comprimento, Resistente à Água e Corrosão.","Lanterna Não Elétrica Qantidade Pilhas 2MG Tamano Pilha Grande Alumínio Anosizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão","Lanterna Não Elétrica Diâmetro 39,67MM Comprimento 254MM Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável A Prova D'Água E Corrosão"
53,13,"Lanterna Não Elétrica Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão",100,q_bv2,"Lanterna de Iluminação Não Elétrica com Capacidade para 2 Grandes Pilhas de Magnésio, Construída em Alumínio Anodizado, com Foco Regulável e Dimensões de 39,67 Milímetros de Diâmetro e 254 Milímetros de Comprimento, Resistente à Água e Corrosão.","Lanterna Não Elétrica Qantidade Pilhas 2MG Tamano Pilha Grande Alumínio Anosizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão","Lanterna Não Elétrica Diâmetro 39,67MM Comprimento 254MM Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável A Prova D'Água E Corrosão"
54,13,"Lanterna Não Elétrica Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão",100,mpnet,"Lanterna de Iluminação Não Elétrica com Capacidade para 2 Grandes Pilhas de Magnésio, Construída em Alumínio Anodizado, com Foco Regulável e Dimensões de 39,67 Milímetros de Diâmetro e 254 Milímetros de Comprimento, Resistente à Água e Corrosão.","Lanterna Não Elétrica Qantidade Pilhas 2MG Tamano Pilha Grande Alumínio Anosizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão","Lanterna Não Elétrica Diâmetro 39,67MM Comprimento 254MM Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável A Prova D'Água E Corrosão"
55,13,"Lanterna Não Elétrica Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão",100,labase,"Lanterna de Iluminação Não Elétrica com Capacidade para 2 Grandes Pilhas de Magnésio, Construída em Alumínio Anodizado, com Foco Regulável e Dimensões de 39,67 Milímetros de Diâmetro e 254 Milímetros de Comprimento, Resistente à Água e Corrosão.","Lanterna Não Elétrica Qantidade Pilhas 2MG Tamano Pilha Grande Alumínio Anosizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão","Lanterna Não Elétrica Diâmetro 39,67MM Comprimento 254MM Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável A Prova D'Água E Corrosão"
56,14,Moto-Esmeril Potência Motor 1/2POL Velocidade 3.400M3/H Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,100,all_mini,"Moto-Esmeril de Alta Potência com Motor de 1/2 Polegada, Velocidade de 3.400 Metros Cúbicos por Hora, Tensão de Alimentação de 110/220 Volts, Configuração Monofásica Dupla e Duplo Rebolo de 6 por 3/4 por 5/8 Polegadas.",Moto-Esmeril Potência Motor 1/2POL Velocidad 3.400M3/H Tensão Alimentação 110/220V Qantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,Moto-Esmeril Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol Potência Motor 1/2POL Velocidade 3.400M3/H
57,14,Moto-Esmeril Potência Motor 1/2POL Velocidade 3.400M3/H Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,100,q_bv2,"Moto-Esmeril de Alta Potência com Motor de 1/2 Polegada, Velocidade de 3.400 Metros Cúbicos por Hora, Tensão de Alimentação de 110/220 Volts, Configuração Monofásica Dupla e Duplo Rebolo de 6 por 3/4 por 5/8 Polegadas.",Moto-Esmeril Potência Motor 1/2POL Velocidad 3.400M3/H Tensão Alimentação 110/220V Qantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,Moto-Esmeril Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol Potência Motor 1/2POL Velocidade 3.400M3/H
58,14,Moto-Esmeril Potência Motor 1/2POL Velocidade 3.400M3/H Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,100,mpnet,"Moto-Esmeril de Alta Potência com Motor de 1/2 Polegada, Velocidade de 3.400 Metros Cúbicos por Hora, Tensão de Alimentação de 110/220 Volts, Configuração Monofásica Dupla e Duplo Rebolo de 6 por 3/4 por 5/8 Polegadas.",Moto-Esmeril Potência Motor 1/2POL Velocidad 3.400M3/H Tensão Alimentação 110/220V Qantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,Moto-Esmeril Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol Potência Motor 1/2POL Velocidade 3.400M3/H
59,14,Moto-Esmeril Potência Motor 1/2POL Velocidade 3.400M3/H Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,100,labase,"Moto-Esmeril de Alta Potência com Motor de 1/2 Polegada, Velocidade de 3.400 Metros Cúbicos por Hora, Tensão de Alimentação de 110/220 Volts, Configuração Monofásica Dupla e Duplo Rebolo de 6 por 3/4 por 5/8 Polegadas.",Moto-Esmeril Potência Motor 1/2POL Velocidad 3.400M3/H Tensão Alimentação 110/220V Qantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,Moto-Esmeril Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol Potência Motor 1/2POL Velocidade 3.400M3/H
60,15,"Disco Liga Mista Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilharia Diâmetro 165,20MM",100,all_mini,"Disco de Liga Mista de Metais conforme ASTM 260, com Espessura de 14,40 Quilobits por Segundo, destinado à Aplicação em Munição Naval e Artilharia, apresentando Diâmetro de 165,20 Milímetros.","Diso Liga Mixta Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilaria Diâmetro 165,20MM","Disco Liga Mista Metais Espessura 14,40KB/S Liga Astm 260 Aplicação Munição Naval / Artilharia Diâmetro 165,20MM"
61,15,"Disco Liga Mista Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilharia Diâmetro 165,20MM",100,q_bv2,"Disco de Liga Mista de Metais conforme ASTM 260, com Espessura de 14,40 Quilobits por Segundo, destinado à Aplicação em Munição Naval e Artilharia, apresentando Diâmetro de 165,20 Milímetros.","Diso Liga Mixta Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilaria Diâmetro 165,20MM","Disco Liga Mista Metais Espessura 14,40KB/S Liga Astm 260 Aplicação Munição Naval / Artilharia Diâmetro 165,20MM"
62,15,"Disco Liga Mista Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilharia Diâmetro 165,20MM",100,mpnet,"Disco de Liga Mista de Metais conforme ASTM 260, com Espessura de 14,40 Quilobits por Segundo, destinado à Aplicação em Munição Naval e Artilharia, apresentando Diâmetro de 165,20 Milímetros.","Diso Liga Mixta Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilaria Diâmetro 165,20MM","Disco Liga Mista Metais Espessura 14,40KB/S Liga Astm 260 Aplicação Munição Naval / Artilharia Diâmetro 165,20MM"
63,15,"Disco Liga Mista Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilharia Diâmetro 165,20MM",100,labase,"Disco de Liga Mista de Metais conforme ASTM 260, com Espessura de 14,40 Quilobits por Segundo, destinado à Aplicação em Munição Naval e Artilharia, apresentando Diâmetro de 165,20 Milímetros.","Diso Liga Mixta Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilaria Diâmetro 165,20MM","Disco Liga Mista Metais Espessura 14,40KB/S Liga Astm 260 Aplicação Munição Naval / Artilharia Diâmetro 165,20MM"
64,16,Filtro Óleo Referência Fabril Psl 301 Aplicação Veículo Micro Onibus Mercedes Bens,100,all_mini,Filtro de Óleo de Referência Fabril Psl 301 para Veículos Micro-Ônibus da Marca Mercedes-Benz.,Filto Óleo Referênca Fabril Psl 301 Aplicação Veículu Micr Onibus Mercedes Bens,Referência Fabril Psl 301 Filtro Óleo Aplicação Veículo Micro Onibus Mercedes Bens
65,16,Filtro Óleo Referência Fabril Psl 301 Aplicação Veículo Micro Onibus Mercedes Bens,100,q_bv2,Filtro de Óleo de Referência Fabril Psl 301 para Veículos Micro-Ônibus da Marca Mercedes-Benz.,Filto Óleo Referênca Fabril Psl 301 Aplicação Veículu Micr Onibus Mercedes Bens,Referência Fabril Psl 301 Filtro Óleo Aplicação Veículo Micro Onibus Mercedes Bens
66,16,Filtro Óleo Referência Fabril Psl 301 Aplicação Veículo Micro Onibus Mercedes Bens,100,mpnet,Filtro de Óleo de Referência Fabril Psl 301 para Veículos Micro-Ônibus da Marca Mercedes-Benz.,Filto Óleo Referênca Fabril Psl 301 Aplicação Veículu Micr Onibus Mercedes Bens,Referência Fabril Psl 301 Filtro Óleo Aplicação Veículo Micro Onibus Mercedes Bens
67,16,Filtro Óleo Referência Fabril Psl 301 Aplicação Veículo Micro Onibus Mercedes Bens,100,labase,Filtro de Óleo de Referência Fabril Psl 301 para Veículos Micro-Ônibus da Marca Mercedes-Benz.,Filto Óleo Referênca Fabril Psl 301 Aplicação Veículu Micr Onibus Mercedes Bens,Referência Fabril Psl 301 Filtro Óleo Aplicação Veículo Micro Onibus Mercedes Bens
68,17,"Barreira Contenção / Absorvente Polipropileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidade 3UN Largura 6MM Aplicação Isolamento Líquidos Abravisos",100,all_mini,"Barreira de Contenção / Absorvente de Polipropileno do Tipo Cordão com Comprimento de 1,20 Metro, Cor Verde, Capacidade de 3 Unidades, Largura de 6 Milímetros, destinada à Aplicação de Isolamento de Líquidos e Abrasivos.","Barreira Contenção / Absorvente Poliprpileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidsde 3UN Largura 6MM Aplicação Isolamanto Líqidos Abravisos","Barreira Contenção / Absorvente Cor Verde Comprimento 1,20M Capacidade 3UN Polipropileno Tipo Cordão Largura 6MM A Prova D'Água E Corrosão Aplicação Isolamento Líquidos Abravisos"
69,17,"Barreira Contenção / Absorvente Polipropileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidade 3UN Largura 6MM Aplicação Isolamento Líquidos Abravisos",100,q_bv2,"Barreira de Contenção / Absorvente de Polipropileno do Tipo Cordão com Comprimento de 1,20 Metro, Cor Verde, Capacidade de 3 Unidades, Largura de 6 Milímetros, destinada à Aplicação de Isolamento de Líquidos e Abrasivos.","Barreira Contenção / Absorvente Poliprpileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidsde 3UN Largura 6MM Aplicação Isolamanto Líqidos Abravisos","Barreira Contenção / Absorvente Cor Verde Comprimento 1,20M Capacidade 3UN Polipropileno Tipo Cordão Largura 6MM A Prova D'Água E Corrosão Aplicação Isolamento Líquidos Abravisos"
70,17,"Barreira Contenção / Absorvente Polipropileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidade 3UN Largura 6MM Aplicação Isolamento Líquidos Abravisos",100,mpnet,"Barreira de Contenção / Absorvente de Polipropileno do Tipo Cordão com Comprimento de 1,20 Metro, Cor Verde, Capacidade de 3 Unidades, Largura de 6 Milímetros, destinada à Aplicação de Isolamento de Líquidos e Abrasivos.","Barreira Contenção / Absorvente Poliprpileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidsde 3UN Largura 6MM Aplicação Isolamanto Líqidos Abravisos","Barreira Contenção / Absorvente Cor Verde Comprimento 1,20M Capacidade 3UN Polipropileno Tipo Cordão Largura 6MM A Prova D'Água E Corrosão Aplicação Isolamento Líquidos Abravisos"
71,17,"Barreira Contenção / Absorvente Polipropileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidade 3UN Largura 6MM Aplicação Isolamento Líquidos Abravisos",100,labase,"Barreira de Contenção / Absorvente de Polipropileno do Tipo Cordão com Comprimento de 1,20 Metro, Cor Verde, Capacidade de 3 Unidades, Largura de 6 Milímetros, destinada à Aplicação de Isolamento de Líquidos e Abrasivos.","Barreira Contenção / Absorvente Poliprpileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidsde 3UN Largura 6MM Aplicação Isolamanto Líqidos Abravisos","Barreira Contenção / Absorvente Cor Verde Comprimento 1,20M Capacidade 3UN Polipropileno Tipo Cordão Largura 6MM A Prova D'Água E Corrosão Aplicação Isolamento Líquidos Abravisos"
72,18,Equipamento / Acessório - Apicultura Aplicação Atividades Apícolas Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,100,all_mini,"Equipamento para Apicultura - Laminador de Cera em Aço Inóxidável AISI 304 para Atividades Apícolas, com Dimensões de 0,60 por 0,25 por 0,75 Centímetros, Voltagem de 220 Volts e Controle de Temperatura Automático.",Equipamento / Acesório - Apicultura Aplicação Atividades Apícolas Tipo Lamnador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,Equipamento / Acessório - Apicultura Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Aplicação Atividades Apícolas Controle De Temperatura Automático
73,18,Equipamento / Acessório - Apicultura Aplicação Atividades Apícolas Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,100,q_bv2,"Equipamento para Apicultura - Laminador de Cera em Aço Inóxidável AISI 304 para Atividades Apícolas, com Dimensões de 0,60 por 0,25 por 0,75 Centímetros, Voltagem de 220 Volts e Controle de Temperatura Automático.",Equipamento / Acesório - Apicultura Aplicação Atividades Apícolas Tipo Lamnador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,Equipamento / Acessório - Apicultura Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Aplicação Atividades Apícolas Controle De Temperatura Automático
74,18,Equipamento / Acessório - Apicultura Aplicação Atividades Apícolas Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,100,mpnet,"Equipamento para Apicultura - Laminador de Cera em Aço Inóxidável AISI 304 para Atividades Apícolas, com Dimensões de 0,60 por 0,25 por 0,75 Centímetros, Voltagem de 220 Volts e Controle de Temperatura Automático.",Equipamento / Acesório - Apicultura Aplicação Atividades Apícolas Tipo Lamnador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,Equipamento / Acessório - Apicultura Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Aplicação Atividades Apícolas Controle De Temperatura Automático
75,18,Equipamento / Acessório - Apicultura Aplicação Atividades Apícolas Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,100,labase,"Equipamento para Apicultura - Laminador de Cera em Aço Inóxidável AISI 304 para Atividades Apícolas, com Dimensões de 0,60 por 0,25 por 0,75 Centímetros, Voltagem de 220 Volts e Controle de Temperatura Automático.",Equipamento / Acesório - Apicultura Aplicação Atividades Apícolas Tipo Lamnador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,Equipamento / Acessório - Apicultura Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Aplicação Atividades Apícolas Controle De Temperatura Automático
76,19,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,100,all_mini,"Óleo Combustível de Alta Viscosidade 960 Milímetros Quadrados por Segundo, Classe Ocb2, com teor de Enxofre máximo de 1 por cento e Massa de Enxofre.",Óleo Cimbustível Viscosidad 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,Óleo Combustível Tipo Ocb2 Viscosidade 960 Mm2/S Teor Enxofre Máximo De 1% Massa De Enxofre
77,19,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,100,q_bv2,"Óleo Combustível de Alta Viscosidade 960 Milímetros Quadrados por Segundo, Classe Ocb2, com teor de Enxofre máximo de 1 por cento e Massa de Enxofre.",Óleo Cimbustível Viscosidad 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,Óleo Combustível Tipo Ocb2 Viscosidade 960 Mm2/S Teor Enxofre Máximo De 1% Massa De Enxofre
78,19,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,100,mpnet,"Óleo Combustível de Alta Viscosidade 960 Milímetros Quadrados por Segundo, Classe Ocb2, com teor de Enxofre máximo de 1 por cento e Massa de Enxofre.",Óleo Cimbustível Viscosidad 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,Óleo Combustível Tipo Ocb2 Viscosidade 960 Mm2/S Teor Enxofre Máximo De 1% Massa De Enxofre
79,19,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,100,labase,"Óleo Combustível de Alta Viscosidade 960 Milímetros Quadrados por Segundo, Classe Ocb2, com teor de Enxofre máximo de 1 por cento e Massa de Enxofre.",Óleo Cimbustível Viscosidad 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,Óleo Combustível Tipo Ocb2 Viscosidade 960 Mm2/S Teor Enxofre Máximo De 1% Massa De Enxofre
80,20,Adubo Animal Húmus De Minhoca Apresentação Orgânico Decomposto,100,all_mini,Fertilizante Orgânico à base de Húmus de Minhoca Decompostado,Adubu Anismal Húmus De Minhoca Apresenação Orgânico Decomposto,Orgânico Decomposto Apresentação Húmus De Minhoca Adubo Animal
