,Unnamed: 0,idx,query,page_size,abordagem,sinonimos,erros_digitacao,reordenados,result_query,result_sinonimos,result_erros_digitacao,result_reordenados
51,51,25,CARNE RESF DE BOV S/ OSSO (PICANHA GRILL).....5CX,100,semantico,Carne de Boi sem Osso (Picanha para Churrasco).....5 Unidades,CARNE RESF DE BOV S/ OSSO (PICANH GRILL).....5CX,S/ OSSO (PICANHA GRILL).....5CX CARNE RESF DE BOV,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
52,52,26,"ENXADA ESTREITA 1,5 S/CABO  TRAMONTINA",100,lexico,"Pá de Jardim Estreita de 1,5 metros sem cabo, da marca Tramontina.","ENXAD ESTRITA 1,5 S/CABO TRAMONTIN","1,5 S/CABO TRAMONTINA"" ENXADA ESTREITA","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
53,53,26,"ENXADA ESTREITA 1,5 S/CABO  TRAMONTINA",100,semantico,"Pá de Jardim Estreita de 1,5 metros sem cabo, da marca Tramontina.","ENXAD ESTRITA 1,5 S/CABO TRAMONTIN","1,5 S/CABO TRAMONTINA"" ENXADA ESTREITA","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
54,54,27,SABONETE HIDRATANTE EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12),100,lexico,"Sabonete em Barra Hidratante Jequiti Sensi com Leite de Amendoas, Pacote com 5 Unidades de 90 Gramas cada.",SABONETTE HIDRATANT EM BARR JEQUIT SENSI LEIT DE AMENDOAS 5X 90G (Desc. 212),EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12) SABONETE HIDRATANTE,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
55,55,27,SABONETE HIDRATANTE EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12),100,semantico,"Sabonete em Barra Hidratante Jequiti Sensi com Leite de Amendoas, Pacote com 5 Unidades de 90 Gramas cada.",SABONETTE HIDRATANT EM BARR JEQUIT SENSI LEIT DE AMENDOAS 5X 90G (Desc. 212),EM BARRA JEQUITI SENSI LEITE DE AMENDOAS 5X 90G (Desc. 2.12) SABONETE HIDRATANTE,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
56,56,28,REF NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46),100,lexico,"Refrigeração Portátil NSPA Localizada para Desinfecção Hídrica com Capacidade de 40 Mililitros e Volume de 1,46 Litros.",REF NSP LOC DES HID CPO AMEI 40ml (Desc. 1.46),NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46) REF,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
57,57,28,REF NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46),100,semantico,"Refrigeração Portátil NSPA Localizada para Desinfecção Hídrica com Capacidade de 40 Mililitros e Volume de 1,46 Litros.",REF NSP LOC DES HID CPO AMEI 40ml (Desc. 1.46),NSPA LOC DES HID CPO AMEI 40ml (Desc. 1.46) REF,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
58,58,29,CAD UNIV 10M CD B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC,100,lexico,"Unidade de Armazenamento CAD Universal de 10 Metros com CD, Modelo B/A 160F, compatível com 4 Núcleos, Naruto Pis 15.39, COFINS 70.88 e FSC.",CAD UNV 10M CD B/A 160F C/4 NARUT PIS 15.39 COFINS 70.88 FSC,B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC CAD UNIV 10M CD,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
59,59,29,CAD UNIV 10M CD B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC,100,semantico,"Unidade de Armazenamento CAD Universal de 10 Metros com CD, Modelo B/A 160F, compatível com 4 Núcleos, Naruto Pis 15.39, COFINS 70.88 e FSC.",CAD UNV 10M CD B/A 160F C/4 NARUT PIS 15.39 COFINS 70.88 FSC,B/A 160F C/4 NARUTO PIS 15.39 COFINS 70.88 FSC CAD UNIV 10M CD,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
60,60,30,KIT PANTENE SH 350ML+COND HIDRATACAO,100,lexico,"Conjunto de Cuidado Capilar Pantene SH de 350 Milímetros, acompanhado de Condicionador Hidratante.",KIT PANTEN SH 350ML+CON HIDRATACA,SH 350ML+COND HIDRATACAO KIT PANTENE,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
61,61,30,KIT PANTENE SH 350ML+COND HIDRATACAO,100,semantico,"Conjunto de Cuidado Capilar Pantene SH de 350 Milímetros, acompanhado de Condicionador Hidratante.",KIT PANTEN SH 350ML+CON HIDRATACA,SH 350ML+COND HIDRATACAO KIT PANTENE,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
62,62,31,"MELOCOX 7,5MG 10 S",100,lexico,"Medicamento MELOCOX em dose de 7,5 Miligramas, apresentado em 10 unidades de dose.","MELCOS 7,5MG 10 S","7,5MG 10 S MELOCOX","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
63,63,31,"MELOCOX 7,5MG 10 S",100,semantico,"Medicamento MELOCOX em dose de 7,5 Miligramas, apresentado em 10 unidades de dose.","MELCOS 7,5MG 10 S","7,5MG 10 S MELOCOX","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
